provider,team_id_source,team_id_master,team,club,opponent,opponent_id_master,age_group,gender,state,date,home_away,gf,ga,result,competition,venue,city,source_url,scraped_at
gotsport,431236.0,429c62e51528,2016 PFCU Racing,Peoria FC United,FC Central Illinois 2016 G Select,266276,U10,F,IL,2025-10-11,H,1.0,1.0,D,Oktoberfest,Peoria FC United - Midwest Sports Complex,,https://rankings.gotsport.com/teams/431236.0/game-history,2025-10-16T17:28:50.385589
gotsport,396578.0,a57aeaef5f62,Glen-Ed SC 16G Germany,Glen-Ed SC,Sandhurst Waves 2016G,635685,U10,F,IL,2025-10-11,H,12.0,0.0,W,Fall,Sportport,,https://rankings.gotsport.com/teams/396578.0/game-history,2025-10-16T17:27:54.709580
gotsport,266276.0,3cba6e4e6d68,FC Central Illinois 2016 G Select,FC Central Illinois,2016 PFCU Racing,431236,U10,F,IL,2025-10-11,A,1.0,1.0,D,Oktoberfest,Peoria FC United - Midwest Sports Complex,,https://rankings.gotsport.com/teams/266276.0/game-history,2025-10-16T17:27:12.733523
gotsport,266276.0,3cba6e4e6d68,FC Central Illinois 2016 G Select,FC Central Illinois,2016 PFCU Wave,389142,U10,F,IL,2025-10-11,H,2.0,3.0,L,Oktoberfest,Peoria FC United - Midwest Sports Complex,,https://rankings.gotsport.com/teams/266276.0/game-history,2025-10-16T17:27:12.733536
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,STLDA 2016G Elite White,624711,U10,F,IL,2025-10-11,A,0.0,2.0,L,St. Louis Scott Gallagher Fall Festival,OFSP,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075824
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,TSC 16G Select Blue,651795,U10,F,IL,2025-10-11,H,1.0,3.0,L,St. Louis Scott Gallagher Fall Festival,OFSP,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075809
gotsport,554271.0,e13fade9a92b,RAPTORS CLUB,,Libertyville FC 1974 Orange-16 Girls,404346,U10,F,IL,2025-10-11,H,2.0,2.0,D,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/554271.0/game-history,2025-10-16T17:30:15.344480
gotsport,554271.0,e13fade9a92b,RAPTORS CLUB,,Wheaton United 2016G Academy,401904,U10,F,IL,2025-10-11,A,4.0,0.0,W,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/554271.0/game-history,2025-10-16T17:30:15.344433
gotsport,539055.0,0ad18aaa1769,Orland Park Sting FC 2016 Girls,Orland Park Sting FC,SLSG MO G 2016 Wrexham,504073,U10,F,IL,2025-10-11,A,5.0,2.0,W,St. Louis Scott Gallagher Fall Festival,OFSP,,https://rankings.gotsport.com/teams/539055.0/game-history,2025-10-16T17:29:52.357051
gotsport,539055.0,0ad18aaa1769,Orland Park Sting FC 2016 Girls,Orland Park Sting FC,LFA Red Star Nemesis 2016G,494292,U10,F,IL,2025-10-11,H,5.0,3.0,W,St. Louis Scott Gallagher Fall Festival,OFSP,,https://rankings.gotsport.com/teams/539055.0/game-history,2025-10-16T17:29:52.357079
gotsport,553713.0,a50960119b6d,CFYSC 2016G Premier Red,Chicago Fire Youth SC (CFYSC),Park Ridge SC 2016 G White,427085,U10,F,IL,2025-10-11,H,1.0,2.0,L,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/553713.0/game-history,2025-10-16T17:30:12.499964
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,Impact FC 16/17 Girls,623738,U10,F,IL,2025-10-11,A,2.0,0.0,W,Oktoberfest,Peoria FC United - Midwest Sports Complex,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.471987
gotsport,412232.0,f2c60aadfc81,Palatine Celtic 2016G Black,Palatine Celtic SC,Lakeshore FC 16 DA Girls,407950,U10,F,IL,2025-10-11,A,1.0,7.0,L,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/412232.0/game-history,2025-10-16T17:28:29.837003
gotsport,623738.0,17e72cac9d92,Impact FC 16/17 Girls,Impact FC,FC Central Illinois 2017 Girls,514763,U10,F,IL,2025-10-11,H,7.0,0.0,W,Oktoberfest,Peoria FC United - Midwest Sports Complex,,https://rankings.gotsport.com/teams/623738.0/game-history,2025-10-16T17:30:50.008431
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,QC Strikers United,527226,U10,F,IL,2025-10-11,A,4.0,5.0,L,Midwest Columbus Day Cup,TBK Bank Sports Complex ILLOWA ONLY,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.328836
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,QC Legendary Strikers,479573,U10,F,IL,2025-10-11,H,3.0,1.0,W,Midwest Columbus Day Cup,TBK Bank Sports Complex ILLOWA ONLY,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.328799
gotsport,401744.0,c084377367f7,Pegasus FC/1974 Girls 2016 Red,Pegasus FC,Libertyville FC 1974 Orange-16 Girls,404346,U10,F,IL,2025-10-11,A,2.0,2.0,D,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/401744.0/game-history,2025-10-16T17:27:59.732924
gotsport,401744.0,c084377367f7,Pegasus FC/1974 Girls 2016 Red,Pegasus FC,Wheaton United 2016G Academy,401904,U10,F,IL,2025-10-11,H,7.0,4.0,W,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/401744.0/game-history,2025-10-16T17:27:59.732953
gotsport,401904.0,a317f55c5e07,Wheaton United 2016G Academy,Wheaton United SC,RAPTORS CLUB,554271,U10,F,IL,2025-10-11,H,0.0,4.0,L,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/401904.0/game-history,2025-10-16T17:28:03.847702
gotsport,401904.0,a317f55c5e07,Wheaton United 2016G Academy,Wheaton United SC,Pegasus FC/1974 Girls 2016 Red,401744,U10,F,IL,2025-10-11,A,4.0,7.0,L,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/401904.0/game-history,2025-10-16T17:28:03.847731
gotsport,663023.0,c98de4af86c2,Bloomingdale Lightning Blue 16G,BLFC,AYSO 300 UNITED 2016 GIRLS,672695,U10,F,IL,2025-10-11,H,1.0,0.0,W,Sockers FC Chicago Fall Classic Cup,Olympic Park (SFC),,https://rankings.gotsport.com/teams/663023.0/game-history,2025-10-16T17:31:17.274694
gotsport,656300.0,00fc6c2df0b9,Libertyville FC 1974 Black-16 Girls 2,Greater Libertyville Soccer Association,Chicago Dynasty FC 2016G Select,667438,U10,F,IL,2025-10-11,H,0.0,14.0,L,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/656300.0/game-history,2025-10-16T17:31:12.341015
gotsport,389142.0,f60914a98348,2016 PFCU Wave,Peoria FC United,Quad Cities Rush 2016 Girls,407364,U10,F,IL,2025-10-11,A,4.0,3.0,W,Oktoberfest,Peoria FC United - Midwest Sports Complex,,https://rankings.gotsport.com/teams/389142.0/game-history,2025-10-16T17:27:45.995063
gotsport,389142.0,f60914a98348,2016 PFCU Wave,Peoria FC United,FC Central Illinois 2016 G Select,266276,U10,F,IL,2025-10-11,A,3.0,2.0,W,Oktoberfest,Peoria FC United - Midwest Sports Complex,,https://rankings.gotsport.com/teams/389142.0/game-history,2025-10-16T17:27:45.995036
gotsport,404346.0,fb94d4a6e71d,Libertyville FC 1974 Orange-16 Girls,Greater Libertyville Soccer Association,RAPTORS CLUB,554271,U10,F,IL,2025-10-11,A,2.0,2.0,D,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/404346.0/game-history,2025-10-16T17:28:11.333079
gotsport,407364.0,aaf3a0c0f8cb,Quad Cities Rush 2016 Girls,Quad Cities Rush,2016 PFCU Wave,389142,U10,F,IL,2025-10-11,H,3.0,4.0,L,Oktoberfest,Peoria FC United - Midwest Sports Complex,,https://rankings.gotsport.com/teams/407364.0/game-history,2025-10-16T17:28:17.633041
gotsport,407364.0,aaf3a0c0f8cb,Quad Cities Rush 2016 Girls,Quad Cities Rush,2016 PFCU Racing,431236,U10,F,IL,2025-10-11,A,1.0,3.0,L,Oktoberfest,Peoria FC United - Midwest Sports Complex,,https://rankings.gotsport.com/teams/407364.0/game-history,2025-10-16T17:28:17.633069
gotsport,404346.0,fb94d4a6e71d,Libertyville FC 1974 Orange-16 Girls,Greater Libertyville Soccer Association,Pegasus FC/1974 Girls 2016 Red,401744,U10,F,IL,2025-10-11,H,2.0,2.0,D,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/404346.0/game-history,2025-10-16T17:28:11.333068
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,2017 PFCU Pride,389140,U10,F,IL,2025-10-11,H,6.0,1.0,W,Oktoberfest,Peoria FC United - Midwest Sports Complex,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.471960
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,SLSG MO G 2016 Fulham,380490,U10,F,IL,2025-10-11,A,0.0,2.0,L,St. Louis Scott Gallagher Fall Festival,OFSP,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493052
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,Tulsa SC 16G Gold,415831,U10,F,IL,2025-10-11,H,7.0,3.0,W,St. Louis Scott Gallagher Fall Festival,OFSP,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493023
gotsport,656300.0,00fc6c2df0b9,Libertyville FC 1974 Black-16 Girls 2,Greater Libertyville Soccer Association,Park Ridge SC 2016 G White,427085,U10,F,IL,2025-10-10,H,0.0,7.0,L,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/656300.0/game-history,2025-10-16T17:31:12.341043
gotsport,663023.0,c98de4af86c2,Bloomingdale Lightning Blue 16G,BLFC,Sockers FC Girls 2017,587777,U10,F,IL,2025-10-10,A,5.0,1.0,W,Sockers FC Chicago Fall Classic Cup,Olympic Park (SFC),,https://rankings.gotsport.com/teams/663023.0/game-history,2025-10-16T17:31:17.274728
gotsport,553713.0,a50960119b6d,CFYSC 2016G Premier Red,Chicago Fire Youth SC (CFYSC),Chicago Dynasty FC 2016G Select,667438,U10,F,IL,2025-10-10,A,1.0,7.0,L,Soccer Tournament,LTSC,,https://rankings.gotsport.com/teams/553713.0/game-history,2025-10-16T17:30:12.499978
gotsport,510291.0,850dac87bc9a,Sangamo United FC 2016G Queen Bees,Sangamo United FC,SASA Spirits 2016G East,329735,U10,F,IL,2025-10-09,H,1.0,1.0,D,Fall,,,https://rankings.gotsport.com/teams/510291.0/game-history,2025-10-16T17:29:26.359414
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,Sangamo United FC 2016G Queen Bees,510291,U10,F,IL,2025-10-09,A,1.0,1.0,D,Fall,,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075839
gotsport,401744.0,c084377367f7,Pegasus FC/1974 Girls 2016 Red,Pegasus FC,Campton United 2015 Girls Red,644216,U10,F,IL,2025-10-05,A,4.0,8.0,L,Illinois Cup Events,Mercyhealth Sportscore Two,,https://rankings.gotsport.com/teams/401744.0/game-history,2025-10-16T17:27:59.732978
gotsport,429048.0,79b0f70d182e,quad city rush 2016,,EMSSC U10G Sugar Rush,307082,U10,F,IL,2025-10-05,A,4.0,1.0,W,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/429048.0/game-history,2025-10-16T17:28:39.787833
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,MSC 2016 Girls,527278,U10,F,IL,2025-10-05,A,1.0,2.0,L,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851643
gotsport,429048.0,79b0f70d182e,quad city rush 2016,,GSC 2016 Girls,468555,U10,F,IL,2025-10-05,A,5.0,0.0,W,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/429048.0/game-history,2025-10-16T17:28:39.787794
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,CCSC - Blue Ocean FC 2016G,454325,U10,F,IL,2025-10-05,H,2.0,3.0,L,Fall,Sportport,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493103
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,OSU U10 Girls,637937,U10,F,IL,2025-10-05,H,7.0,1.0,W,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.472065
gotsport,623738.0,17e72cac9d92,Impact FC 16/17 Girls,Impact FC,Kirkwood United SC 2016G Trokey-Muyco,517003,U10,F,IL,2025-10-05,H,1.0,4.0,L,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/623738.0/game-history,2025-10-16T17:30:50.008515
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,Quad Cities Rush 2016 Girls,429048,U10,F,IL,2025-10-05,H,1.0,4.0,L,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.472025
gotsport,396578.0,a57aeaef5f62,Glen-Ed SC 16G Germany,Glen-Ed SC,Sporting Columbia 16G White,629457,U10,F,IL,2025-10-05,H,6.0,1.0,W,Fall,Sportport,,https://rankings.gotsport.com/teams/396578.0/game-history,2025-10-16T17:27:54.709605
gotsport,623738.0,17e72cac9d92,Impact FC 16/17 Girls,Impact FC,Steamer's Crew U10 2016G YDP Costa Rica,368476,U10,F,IL,2025-10-05,H,2.0,2.0,D,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/623738.0/game-history,2025-10-16T17:30:50.008489
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,Saint Charles FC 2016G,264594,U10,F,IL,2025-10-05,H,5.0,6.0,L,Fall,Sportport,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493079
gotsport,666758.0,b8f244ae469b,Chicago Celtic SC 2016,,2016 Girls Black,462495,U10,F,IL,2025-10-05,A,1.0,3.0,L,Tournaments,SCORe,,https://rankings.gotsport.com/teams/666758.0/game-history,2025-10-16T17:31:19.528194
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,QC Legendary Strikers,479573,U10,F,IL,2025-10-05,H,3.0,3.0,D,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851561
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,MSSC 2017 Girls Blue,626425,U10,F,IL,2025-10-05,A,3.0,0.0,W,Annual Fall Tournament,Rantoul Family Sports Complex,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999168
gotsport,559487.0,fe5ad9b3f4fb,FC Lake County 2016 Girls Select,FC Lake County,AFC Union G 2016 Navy,396893,U10,F,IL,2025-10-05,A,2.0,1.0,W,Tournaments,SCORe,,https://rankings.gotsport.com/teams/559487.0/game-history,2025-10-16T17:30:25.414764
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,BSA 2016 Girls White,527645,U10,F,IL,2025-10-05,A,4.0,7.0,L,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.965973
gotsport,510291.0,850dac87bc9a,Sangamo United FC 2016G Queen Bees,Sangamo United FC,Metro Alliance Irish FC 2016G,636890,U10,F,IL,2025-10-05,H,2.0,5.0,L,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/510291.0/game-history,2025-10-16T17:29:26.359454
gotsport,637937.0,da958aaa3064,OSU U10 Girls,Orion Sherrard United,EMSSC U10G Sugar Rush,307082,U10,F,IL,2025-10-05,A,1.0,7.0,L,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/637937.0/game-history,2025-10-16T17:31:01.458297
gotsport,510291.0,850dac87bc9a,Sangamo United FC 2016G Queen Bees,Sangamo United FC,Mo Rush 2016G Azul,501703,U10,F,IL,2025-10-05,H,1.0,0.0,W,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/510291.0/game-history,2025-10-16T17:29:26.359440
gotsport,451598.0,18f6d9a121d2,Illinois FC 2016/2017 Girls Orange,Illinois FC,SASA Spirits 2017/2018G West,512363,U10,F,IL,2025-10-05,H,3.0,2.0,W,Annual Fall Tournament,Rantoul Family Sports Complex,,https://rankings.gotsport.com/teams/451598.0/game-history,2025-10-16T17:29:04.438689
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,MSC 2016 Girls,527278,U10,F,IL,2025-10-05,H,2.0,9.0,L,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966019
gotsport,451598.0,18f6d9a121d2,Illinois FC 2016/2017 Girls Orange,Illinois FC,SASA Spirits 2017/2018G West,512363,U10,F,IL,2025-10-05,H,0.0,2.0,L,Annual Fall Tournament,Rantoul Family Sports Complex,,https://rankings.gotsport.com/teams/451598.0/game-history,2025-10-16T17:29:04.438738
gotsport,396578.0,a57aeaef5f62,Glen-Ed SC 16G Germany,Glen-Ed SC,Metro Alliance FC 2016G Navy,630434,U10,F,IL,2025-10-04,A,6.0,1.0,W,Fall,xO Fallon IL Sports Park,,https://rankings.gotsport.com/teams/396578.0/game-history,2025-10-16T17:27:54.709619
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,BSA 2016 Girls White,527645,U10,F,IL,2025-10-04,A,3.0,2.0,W,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851689
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,EMSSC U10G Queen Bees,527844,U10,F,IL,2025-10-04,H,4.0,1.0,W,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851719
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,NSSC 2016,481898,U10,F,IL,2025-10-04,A,5.0,0.0,W,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.472090
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,GSC 2016 Girls,468555,U10,F,IL,2025-10-04,H,7.0,0.0,W,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.472122
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,JGSA 16/17 Girls Black,345745,U10,F,IL,2025-10-04,A,1.0,4.0,L,Quad Cities Rush Tournament,Green Valley Sports Complex,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966051
gotsport,451598.0,18f6d9a121d2,Illinois FC 2016/2017 Girls Orange,Illinois FC,FC Central Illinois 2017 Girls,514763,U10,F,IL,2025-10-04,H,4.0,0.0,W,Annual Fall Tournament,Rantoul Family Sports Complex,,https://rankings.gotsport.com/teams/451598.0/game-history,2025-10-16T17:29:04.438881
gotsport,451598.0,18f6d9a121d2,Illinois FC 2016/2017 Girls Orange,Illinois FC,MSSC 2017 Girls Orange,629855,U10,F,IL,2025-10-04,A,10.0,0.0,W,Annual Fall Tournament,Rantoul Family Sports Complex,,https://rankings.gotsport.com/teams/451598.0/game-history,2025-10-16T17:29:04.438929
