provider,team_id_source,team_id_master,team,club,opponent,opponent_id_master,age_group,gender,state,date,home_away,gf,ga,result,competition,venue,city,source_url,scraped_at
gotsport,431413.0,ba61df6e7d12,2016 Chicago Rush South Girls Premier,Chicago Rush Soccer Club,Wheaton United 2016G Academy,401904,U10,F,IL,2025-06-15,H,2.0,3.0,L,CUSC Spring Tournament,Dynamo Soccer Fields,,https://rankings.gotsport.com/teams/431413.0/game-history,2025-10-16T17:28:53.366407
gotsport,401904.0,a317f55c5e07,Wheaton United 2016G Academy,Wheaton United SC,DSC Panthers 16/17G,426873,U10,F,IL,2025-06-14,A,8.0,3.0,W,CUSC Spring Tournament,Dynamo Soccer Fields,,https://rankings.gotsport.com/teams/401904.0/game-history,2025-10-16T17:28:03.848030
gotsport,431413.0,ba61df6e7d12,2016 Chicago Rush South Girls Premier,Chicago Rush Soccer Club,DSC Panthers 16/17G,426873,U10,F,IL,2025-06-14,A,5.0,0.0,W,CUSC Spring Tournament,Dynamo Soccer Fields,,https://rankings.gotsport.com/teams/431413.0/game-history,2025-10-16T17:28:53.366434
gotsport,467266.0,c7b89ca30b06,Plainfield United SC 2016G Premier,United Elite,Wheaton United 2016G Academy,401904,U10,F,IL,2025-06-14,A,3.0,4.0,L,CUSC Spring Tournament,Cornerstone Church,,https://rankings.gotsport.com/teams/467266.0/game-history,2025-10-16T17:29:07.167326
gotsport,467266.0,c7b89ca30b06,Plainfield United SC 2016G Premier,United Elite,2016 Chicago Rush South Girls Premier,431413,U10,F,IL,2025-06-14,H,3.0,5.0,L,CUSC Spring Tournament,Dynamo Soccer Fields,,https://rankings.gotsport.com/teams/467266.0/game-history,2025-10-16T17:29:07.167316
gotsport,431413.0,ba61df6e7d12,2016 Chicago Rush South Girls Premier,Chicago Rush Soccer Club,Plainfield United SC 2016G Select Green,467266,U10,F,IL,2025-06-14,A,5.0,3.0,W,CUSC Spring Tournament,Dynamo Soccer Fields,,https://rankings.gotsport.com/teams/431413.0/game-history,2025-10-16T17:28:53.366479
gotsport,401904.0,a317f55c5e07,Wheaton United 2016G Academy,Wheaton United SC,Plainfield United SC 2016G Select Green,467266,U10,F,IL,2025-06-14,H,4.0,3.0,W,CUSC Spring Tournament,Cornerstone Church,,https://rankings.gotsport.com/teams/401904.0/game-history,2025-10-16T17:28:03.848009
gotsport,434834.0,cc9b1f9726fb,Pegasus FC/1974 Girls 2016 Black,Pegasus FC,08uG Croatian Eagles Red- 2017,459815,U10,F,IL,2025-06-08,H,2.0,1.0,W,Tournaments,SCORe,,https://rankings.gotsport.com/teams/434834.0/game-history,2025-10-16T17:29:00.667998
gotsport,559487.0,fe5ad9b3f4fb,FC Lake County 2016 Girls Select,FC Lake County,EBU 9U Girls Gray,333871,U10,F,IL,2025-06-08,A,3.0,0.0,W,Tournaments,SCORe,,https://rankings.gotsport.com/teams/559487.0/game-history,2025-10-16T17:30:25.414997
gotsport,401744.0,c084377367f7,Pegasus FC/1974 Girls 2016 Red,Pegasus FC,EBU U9G Black,542101,U10,F,IL,2025-06-08,A,4.0,5.0,L,Tournaments,SCORe,,https://rankings.gotsport.com/teams/401744.0/game-history,2025-10-16T17:27:59.733199
gotsport,559487.0,fe5ad9b3f4fb,FC Lake County 2016 Girls Select,FC Lake County,LKF 2016 Girls,546743,U10,F,IL,2025-06-08,H,4.0,1.0,W,Tournaments,SCORe,,https://rankings.gotsport.com/teams/559487.0/game-history,2025-10-16T17:30:25.415059
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,MSC U9 Girls,527278,U10,F,IL,2025-06-07,A,2.0,5.0,L,league play,Muscatine Soccer Complex,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966441
gotsport,434834.0,cc9b1f9726fb,Pegasus FC/1974 Girls 2016 Black,Pegasus FC,EBU U8G Black,542138,U10,F,IL,2025-06-07,H,0.0,8.0,L,Tournaments,SCORe,,https://rankings.gotsport.com/teams/434834.0/game-history,2025-10-16T17:29:00.668007
gotsport,401744.0,c084377367f7,Pegasus FC/1974 Girls 2016 Red,Pegasus FC,AFC Union G 2016 Red,392768,U10,F,IL,2025-06-07,H,2.0,3.0,L,Tournaments,SCORe,,https://rankings.gotsport.com/teams/401744.0/game-history,2025-10-16T17:27:59.733221
gotsport,401744.0,c084377367f7,Pegasus FC/1974 Girls 2016 Red,Pegasus FC,LKF 2015 Character Girls,541509,U10,F,IL,2025-06-07,A,10.0,0.0,W,Tournaments,SCORe,,https://rankings.gotsport.com/teams/401744.0/game-history,2025-10-16T17:27:59.733241
gotsport,434834.0,cc9b1f9726fb,Pegasus FC/1974 Girls 2016 Black,Pegasus FC,KASL Cheetahs 2016,542467,U10,F,IL,2025-06-07,A,1.0,10.0,L,Tournaments,SCORe,,https://rankings.gotsport.com/teams/434834.0/game-history,2025-10-16T17:29:00.668018
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,GSC 2017 Girls,519436,U10,F,IL,2025-06-07,H,2.0,0.0,W,league play,Muscatine Soccer Complex,,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966416
gotsport,559487.0,fe5ad9b3f4fb,FC Lake County 2016 Girls Select,FC Lake County,Pegasus FC/1974 Girls 2017 Red,562470,U10,F,IL,2025-06-07,H,3.0,0.0,W,Tournaments,SCORe,,https://rankings.gotsport.com/teams/559487.0/game-history,2025-10-16T17:30:25.415152
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,MSSC 2016 Girls,506937,U10,F,IL,2025-06-01,H,4.0,0.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.329035
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,Sangamo United FC 2016G Queen Bees,510291,U10,F,IL,2025-06-01,H,2.0,1.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493446
gotsport,502240.0,d2d2fcae9185,Impact FC 2016 Girls,Impact FC,Illinois FC 16G Orange,451598,U10,F,IL,2025-06-01,A,1.0,4.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/502240.0/game-history,2025-10-16T17:29:18.114690
gotsport,451598.0,18f6d9a121d2,Illinois FC 2016/2017 Girls Orange,Illinois FC,Impact FC 2016 Girls,502240,U10,F,IL,2025-06-01,H,4.0,1.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/451598.0/game-history,2025-10-16T17:29:04.439112
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,Morton United FC 2016 Girls Gray,409985,U10,F,IL,2025-06-01,A,0.0,4.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999510
gotsport,510291.0,850dac87bc9a,Sangamo United FC 2016G Queen Bees,Sangamo United FC,SASA Spirits 2016G West,259319,U10,F,IL,2025-06-01,A,1.0,2.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/510291.0/game-history,2025-10-16T17:29:26.359567
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,Midstate 2016 Girls,393992,U10,F,IL,2025-06-01,H,5.0,0.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075949
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,SASA Spirits 2016G West,259319,U10,F,IL,2025-06-01,A,1.0,3.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075959
gotsport,393992.0,370d6a5cf6e8,Midstate 2016 Girls,MidState Soccer Club,SASA Spirits 2016G East,329735,U10,F,IL,2025-06-01,A,0.0,5.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/393992.0/game-history,2025-10-16T17:27:50.726234
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,SASA Spirits 2016G East,329735,U10,F,IL,2025-06-01,H,3.0,1.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493398
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,Sangamo United FC 2016G Queen Bees,510291,U10,F,IL,2025-05-31,A,1.0,4.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.329084
gotsport,451598.0,18f6d9a121d2,Illinois FC 2016/2017 Girls Orange,Illinois FC,Midstate 2016 Girls,393992,U10,F,IL,2025-05-31,H,7.0,4.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/451598.0/game-history,2025-10-16T17:29:04.439139
gotsport,451598.0,18f6d9a121d2,Illinois FC 2016/2017 Girls Orange,Illinois FC,SASA Spirits 2016G East,329735,U10,F,IL,2025-05-31,A,1.0,4.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/451598.0/game-history,2025-10-16T17:29:04.439165
gotsport,527844.0,abd5c21915f6,EMSSC U10G Queen Bees,East Moline Silvis Soccer Club,2016 QCS Girls,479573,U10,F,IL,2025-05-31,H,1.0,2.0,L,league play,East Moline Soccer Club (Illowa),,https://rankings.gotsport.com/teams/527844.0/game-history,2025-10-16T17:29:36.966466
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,SASA Spirits 2016G West,259319,U10,F,IL,2025-05-31,H,0.0,5.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.329059
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,Illinois FC 16G Orange,451598,U10,F,IL,2025-05-31,H,4.0,1.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075969
gotsport,329735.0,c75eeb321f0b,SASA Spirits 2016G East,SASA Spirits SC,Impact FC 2016 Girls,502240,U10,F,IL,2025-05-31,A,6.0,0.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/329735.0/game-history,2025-10-16T17:27:25.075979
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,Morton United FC 2016 Girls Gray,409985,U10,F,IL,2025-05-31,A,5.0,0.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493481
gotsport,502240.0,d2d2fcae9185,Impact FC 2016 Girls,Impact FC,SASA Spirits 2016G East,329735,U10,F,IL,2025-05-31,H,0.0,6.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/502240.0/game-history,2025-10-16T17:29:18.114734
gotsport,393992.0,370d6a5cf6e8,Midstate 2016 Girls,MidState Soccer Club,Impact FC 2016 Girls,502240,U10,F,IL,2025-05-31,H,3.0,1.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/393992.0/game-history,2025-10-16T17:27:50.726258
gotsport,502240.0,d2d2fcae9185,Impact FC 2016 Girls,Impact FC,Midstate 2016 Girls,393992,U10,F,IL,2025-05-31,A,1.0,3.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/502240.0/game-history,2025-10-16T17:29:18.114774
gotsport,259319.0,c9a992bc1157,SASA Spirits 2016G West,SASA Spirits SC,MSSC 2016 Girls,506937,U10,F,IL,2025-05-31,H,11.0,1.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/259319.0/game-history,2025-10-16T17:27:08.493509
gotsport,510291.0,850dac87bc9a,Sangamo United FC 2016G Queen Bees,Sangamo United FC,MSSC 2016 Girls,506937,U10,F,IL,2025-05-31,A,2.0,1.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/510291.0/game-history,2025-10-16T17:29:26.359577
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,SASA Spirits 2016G West,259319,U10,F,IL,2025-05-31,A,1.0,11.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999533
gotsport,510291.0,850dac87bc9a,Sangamo United FC 2016G Queen Bees,Sangamo United FC,Morton United FC 2016 Girls Gray,409985,U10,F,IL,2025-05-31,H,4.0,1.0,W,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/510291.0/game-history,2025-10-16T17:29:26.359588
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,Sangamo United FC 2016G Queen Bees,510291,U10,F,IL,2025-05-31,H,1.0,2.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999555
gotsport,393992.0,370d6a5cf6e8,Midstate 2016 Girls,MidState Soccer Club,Illinois FC 16G Orange,451598,U10,F,IL,2025-05-31,A,4.0,7.0,L,Midstate Cup ,Midstate Soccer Complex,,https://rankings.gotsport.com/teams/393992.0/game-history,2025-10-16T17:27:50.726282
gotsport,404346.0,fb94d4a6e71d,Libertyville FC 1974 Orange-16 Girls,Greater Libertyville Soccer Association,Palatine Celtic 2015G Black Surina,282819,U10,F,IL,2025-05-25,A,1.0,2.0,L,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/404346.0/game-history,2025-10-16T17:28:11.333119
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,GSC 2017 Girls,519436,U10,F,IL,2025-05-25,H,2.0,0.0,W,Annual Kickoff to Summer Classic,Sandrock Sports Park,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.329106
gotsport,412232.0,f2c60aadfc81,Palatine Celtic 2016G Black,Palatine Celtic SC,CARY DEFENDERS 2016,609971,U10,F,IL,2025-05-25,H,4.0,0.0,W,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/412232.0/game-history,2025-10-16T17:28:29.837155
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,LFA Red Star Tango 2015G,371481,U10,F,IL,2025-05-25,A,1.0,6.0,L,Gateway Memorial Classic,LFA Training Center,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851945
gotsport,430239.0,60e80083e21c,Synergy 2016 Girls Green,Synergy SC,Indiana Elite 2016 Premier Girls,555054,U10,F,IL,2025-05-25,H,4.0,0.0,W,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/430239.0/game-history,2025-10-16T17:28:44.078939
gotsport,430239.0,60e80083e21c,Synergy 2016 Girls Green,Synergy SC,Chicago Inter 2016G,534911,U10,F,IL,2025-05-25,H,0.0,3.0,L,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/430239.0/game-history,2025-10-16T17:28:44.078914
gotsport,412232.0,f2c60aadfc81,Palatine Celtic 2016G Black,Palatine Celtic SC,KASL Cheetahs 2016,542467,U10,F,IL,2025-05-25,H,4.0,0.0,W,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/412232.0/game-history,2025-10-16T17:28:29.837182
gotsport,554271.0,e13fade9a92b,RAPTORS CLUB,,Libertyville FC 1974 Orange-15 Girls,285699,U10,F,IL,2025-05-25,A,0.0,3.0,L,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/554271.0/game-history,2025-10-16T17:30:15.344629
gotsport,554271.0,e13fade9a92b,RAPTORS CLUB,,Libertyville FC 1974 Black 1-15 Girls,307623,U10,F,IL,2025-05-25,H,5.0,2.0,W,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/554271.0/game-history,2025-10-16T17:30:15.344655
gotsport,591928.0,f17c017b2483,TCSA 2015 Stingers,Tri Cities Soccer Association,BSC Raiders 2015 Purple,224009,U10,F,IL,2025-05-25,H,1.0,5.0,L,Patriot Invitational,Stuart Sports Complex,,https://rankings.gotsport.com/teams/591928.0/game-history,2025-10-16T17:30:34.364354
gotsport,549663.0,221b59bd2575,HOTC Elite 2017-16G,Heart of The City,Libertyville FC 1974 Black-16 Girls,528262,U10,F,IL,2025-05-25,A,3.0,1.0,W,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/549663.0/game-history,2025-10-16T17:30:10.294588
gotsport,541443.0,0bd2f5a78b35,2016 Black,Galaxy SC,Chicago Inter 2016G,534911,U10,F,IL,2025-05-25,H,0.0,4.0,L,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/541443.0/game-history,2025-10-16T17:30:04.814793
gotsport,288537.0,5b439054aaf1,Chicago Inter 2015G Red,Chicago Inter,Midway Soccer Club Girls U10,440347,U10,F,IL,2025-05-25,A,1.0,3.0,L,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/288537.0/game-history,2025-10-16T17:27:16.784682
gotsport,541000.0,78919394d704,LASC 2016/17 Girls Select,Lindenhurst Area Soccer Club,PSG ACADEMY CHICAGO U9 GIRLS BLUE,431209,U10,F,IL,2025-05-25,A,1.0,3.0,L,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/541000.0/game-history,2025-10-16T17:30:02.321235
gotsport,407364.0,aaf3a0c0f8cb,Quad Cities Rush 2016 Girls,Quad Cities Rush,EMSSC Sugar Rush,307082,U10,F,IL,2025-05-25,A,1.0,0.0,W,Annual Kickoff to Summer Classic,Sandrock Sports Park,,https://rankings.gotsport.com/teams/407364.0/game-history,2025-10-16T17:28:17.633317
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,Quad Cities Rush 2016 Girls,407364,U10,F,IL,2025-05-25,H,0.0,1.0,L,Annual Kickoff to Summer Classic,Sandrock Sports Park,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.472385
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,BRSA Blast 10U Girls 2015-2016,572591,U10,F,IL,2025-05-25,A,3.0,8.0,L,S2025-Youth Events,Grand Park,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999599
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,KHP1A WILDER G15,412082,U10,F,IL,2025-05-25,H,1.0,7.0,L,S2025-Youth Events,Grand Park,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999578
gotsport,288537.0,5b439054aaf1,Chicago Inter 2015G Red,Chicago Inter,2014 Black,534176,U10,F,IL,2025-05-25,H,2.0,2.0,D,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/288537.0/game-history,2025-10-16T17:27:16.784721
gotsport,591928.0,f17c017b2483,TCSA 2015 Stingers,Tri Cities Soccer Association,Quad Cities Rush 2015 Girls Nero,526399,U10,F,IL,2025-05-24,H,1.0,10.0,L,Patriot Invitational,Stuart Sports Complex,,https://rankings.gotsport.com/teams/591928.0/game-history,2025-10-16T17:30:34.364386
gotsport,591928.0,f17c017b2483,TCSA 2015 Stingers,Tri Cities Soccer Association,Ajax FC Naperville 2015 Girls Red 1,349501,U10,F,IL,2025-05-24,H,0.0,6.0,L,Patriot Invitational,Stuart Sports Complex,,https://rankings.gotsport.com/teams/591928.0/game-history,2025-10-16T17:30:34.364407
gotsport,407364.0,aaf3a0c0f8cb,Quad Cities Rush 2016 Girls,Quad Cities Rush,Morton United FC 2016 Girls Gray,409985,U10,F,IL,2025-05-24,A,1.0,3.0,L,Annual Kickoff to Summer Classic,Koch Street Sports Complex,,https://rankings.gotsport.com/teams/407364.0/game-history,2025-10-16T17:28:17.633338
gotsport,407364.0,aaf3a0c0f8cb,Quad Cities Rush 2016 Girls,Quad Cities Rush,GSC 2017 Girls,519436,U10,F,IL,2025-05-24,H,3.0,1.0,W,Annual Kickoff to Summer Classic,Sandrock Sports Park,,https://rankings.gotsport.com/teams/407364.0/game-history,2025-10-16T17:28:17.633358
gotsport,404346.0,fb94d4a6e71d,Libertyville FC 1974 Orange-16 Girls,Greater Libertyville Soccer Association,PSG ACADEMY CHICAGO U10 GIRLS,558411,U10,F,IL,2025-05-24,A,4.0,0.0,W,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/404346.0/game-history,2025-10-16T17:28:11.333129
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,SIFC Academy 2016 Girls Forza,107384,U10,F,IL,2025-05-24,H,7.0,5.0,W,S2025-Youth Events,Grand Park,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999641
gotsport,541000.0,78919394d704,LASC 2016/17 Girls Select,Lindenhurst Area Soccer Club,KASL Cheetahs 2016,542467,U10,F,IL,2025-05-24,H,3.0,7.0,L,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/541000.0/game-history,2025-10-16T17:30:02.321292
gotsport,430239.0,60e80083e21c,Synergy 2016 Girls Green,Synergy SC,2016 Black,541443,U10,F,IL,2025-05-24,A,4.0,0.0,W,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/430239.0/game-history,2025-10-16T17:28:44.078963
gotsport,430239.0,60e80083e21c,Synergy 2016 Girls Green,Synergy SC,Chicago Inter 2016G,534911,U10,F,IL,2025-05-24,H,6.0,4.0,W,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/430239.0/game-history,2025-10-16T17:28:44.078986
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,LFA Red Star Nemesis 2015G,371487,U10,F,IL,2025-05-24,H,3.0,3.0,D,Gateway Memorial Classic,LFA Training Center,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.851981
gotsport,345745.0,aec06f687fc1,JGSA 16/17 Girls Black,John Gaspar Soccer Academy,LFA Red Star Copa 2015G,371478,U10,F,IL,2025-05-24,A,1.0,1.0,D,Gateway Memorial Classic,LFA Training Center,,https://rankings.gotsport.com/teams/345745.0/game-history,2025-10-16T17:27:32.852003
gotsport,554271.0,e13fade9a92b,RAPTORS CLUB,,Spartan FC 2015 - U10 Girls Elite,226544,U10,F,IL,2025-05-24,H,2.0,6.0,L,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/554271.0/game-history,2025-10-16T17:30:15.344701
gotsport,554271.0,e13fade9a92b,RAPTORS CLUB,,Hussars United U10G GOLD,309319,U10,F,IL,2025-05-24,A,2.0,6.0,L,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/554271.0/game-history,2025-10-16T17:30:15.344679
gotsport,412232.0,f2c60aadfc81,Palatine Celtic 2016G Black,Palatine Celtic SC,Libertyville FC 1974 Black-16 Girls,528262,U10,F,IL,2025-05-24,A,6.0,4.0,W,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/412232.0/game-history,2025-10-16T17:28:29.837209
gotsport,549663.0,221b59bd2575,HOTC Elite 2017-16G,Heart of The City,CARY DEFENDERS 2016,609971,U10,F,IL,2025-05-24,H,0.0,4.0,L,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/549663.0/game-history,2025-10-16T17:30:10.294601
gotsport,541443.0,0bd2f5a78b35,2016 Black,Galaxy SC,Synergy 2016 Girls Green,430239,U10,F,IL,2025-05-24,H,0.0,4.0,L,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/541443.0/game-history,2025-10-16T17:30:04.814862
gotsport,506937.0,ec8ed462910a,MSSC 2016 Girls,Mahomet-Seymour Soccer Club,KHJR2 Sycamore G16,432152,U10,F,IL,2025-05-24,A,8.0,4.0,W,S2025-Youth Events,Grand Park,,https://rankings.gotsport.com/teams/506937.0/game-history,2025-10-16T17:29:21.999620
gotsport,541443.0,0bd2f5a78b35,2016 Black,Galaxy SC,Indiana Elite 2016 Premier Girls,555054,U10,F,IL,2025-05-24,A,3.0,4.0,L,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/541443.0/game-history,2025-10-16T17:30:04.814822
gotsport,541000.0,78919394d704,LASC 2016/17 Girls Select,Lindenhurst Area Soccer Club,North Shore FC 2016/2017G Black,540053,U10,F,IL,2025-05-24,H,3.0,6.0,L,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/541000.0/game-history,2025-10-16T17:30:02.321266
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,EMSSC Sugar Rush,307082,U10,F,IL,2025-05-24,A,3.0,5.0,L,Annual Kickoff to Summer Classic,Sandrock Sports Park,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.329151
gotsport,288537.0,5b439054aaf1,Chicago Inter 2015G Red,Chicago Inter,Chicago FC United Girls 2014 White,557341,U10,F,IL,2025-05-24,H,1.0,0.0,W,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/288537.0/game-history,2025-10-16T17:27:16.784749
gotsport,288537.0,5b439054aaf1,Chicago Inter 2015G Red,Chicago Inter,Cleveland Force Pre-ECNL White G14,504856,U10,F,IL,2025-05-24,A,1.0,1.0,D,Memorial Day Cup,Chicago Inter Complex,,https://rankings.gotsport.com/teams/288537.0/game-history,2025-10-16T17:27:16.784774
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,Morton United FC 2016 Girls Gray,409985,U10,F,IL,2025-05-24,H,5.0,3.0,W,Annual Kickoff to Summer Classic,Sandrock Sports Park,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.472406
gotsport,307082.0,cf704481dd07,EMSSC U10G Sugar Rush,East Moline Silvis Soccer Club,GSC 2017 Girls,519436,U10,F,IL,2025-05-24,A,2.0,0.0,W,Annual Kickoff to Summer Classic,Koch Street Sports Complex,,https://rankings.gotsport.com/teams/307082.0/game-history,2025-10-16T17:27:20.472428
gotsport,409985.0,705d560762b5,Morton United FC 2016 Girls Gray,Morton United FC,Quad Cities Rush 2016 Girls,407364,U10,F,IL,2025-05-24,H,3.0,1.0,W,Annual Kickoff to Summer Classic,Koch Street Sports Complex,,https://rankings.gotsport.com/teams/409985.0/game-history,2025-10-16T17:28:22.329129
gotsport,404346.0,fb94d4a6e71d,Libertyville FC 1974 Orange-16 Girls,Greater Libertyville Soccer Association,Academia Atlas FC Chicago 2015/16 Girls,608149,U10,F,IL,2025-05-24,H,4.0,2.0,W,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/404346.0/game-history,2025-10-16T17:28:11.333138
gotsport,549663.0,221b59bd2575,HOTC Elite 2017-16G,Heart of The City,Palatine Celtic 2016G Black Jacobsen,412232,U10,F,IL,2025-05-23,H,1.0,5.0,L,Libertyville Cup Youth Soccer Festival,LTSC,,https://rankings.gotsport.com/teams/549663.0/game-history,2025-10-16T17:30:10.294618
